Date,Open,High,Low,Close,Adj Close,Volume
2019-12-23,280.529999,284.250000,280.369995,284.000000,283.327576,24643000
2019-12-24,284.690002,284.890015,282.920013,284.269989,283.596924,12119700
2019-12-26,284.820007,289.980011,284.700012,289.910004,289.223602,23280300
2019-12-27,291.119995,293.970001,288.119995,289.799988,289.113831,36566500
2019-12-30,289.459991,292.690002,285.220001,291.519989,290.829773,36028600
2019-12-31,289.929993,293.679993,289.519989,293.649994,292.954712,25201400
2020-01-02,296.239990,300.600006,295.190002,300.350006,299.638885,33870100
2020-01-03,297.149994,300.579987,296.500000,297.429993,296.725769,36580700
2020-01-06,293.790009,299.959991,292.750000,299.799988,299.090149,29596800
2020-01-07,299.839996,300.899994,297.480011,298.390015,297.683533,27218000
2020-01-08,297.160004,304.440002,297.160004,303.190002,302.472137,33019800
2020-01-09,307.239990,310.429993,306.200012,309.630005,308.896912,42527100
2020-01-10,310.600006,312.670013,308.250000,310.329987,309.595215,35161200
2020-01-13,311.640015,317.070007,311.149994,316.959991,316.209534,30383000
2020-01-14,316.700012,317.570007,312.170013,312.679993,311.939667,40488600
2020-01-15,311.850006,315.500000,309.549988,311.339996,310.602844,30480900
2020-01-16,313.589996,315.700012,312.089996,315.239990,314.493591,27207300
2020-01-17,316.269989,318.739990,315.000000,318.730011,317.975372,34454100
2020-01-21,317.190002,319.019989,316.000000,316.570007,315.820465,27710800
2020-01-22,318.579987,319.989990,317.309998,317.700012,316.947815,25458100
2020-01-23,317.920013,319.559998,315.649994,319.230011,318.474182,26118000
2020-01-24,320.250000,323.329987,317.519989,318.309998,317.556335,36634400
2020-01-27,310.059998,311.769989,304.880005,308.950012,308.218506,40485000
2020-01-28,312.600006,318.399994,312.190002,317.690002,316.937805,40558500
2020-01-29,324.450012,327.850006,321.380005,324.339996,323.572052,54057300
2020-01-30,320.540009,324.089996,318.750000,323.869995,323.103180,31685800
2020-01-31,320.929993,322.679993,308.290009,309.510010,308.777191,49897100
2020-02-03,304.299988,313.489990,302.220001,308.660004,307.929199,43496400
2020-02-04,315.309998,319.640015,313.630005,318.850006,318.095062,34154100
2020-02-05,323.519989,324.760010,318.950012,321.450012,320.688934,29706700
2020-02-06,322.570007,325.220001,320.260010,325.209991,324.440002,26356400
2020-02-07,322.369995,323.399994,318.000000,320.029999,320.029999,29421000
2020-02-10,314.179993,321.549988,313.850006,321.549988,321.549988,27337200
2020-02-11,323.600006,323.899994,318.709991,319.609985,319.609985,23580800
2020-02-12,321.470001,327.220001,321.470001,327.200012,327.200012,28432600
2020-02-13,324.190002,326.220001,323.350006,324.869995,324.869995,23686900
2020-02-14,324.739990,325.980011,322.850006,324.950012,324.950012,20028400
2020-02-18,315.359985,319.750000,314.609985,319.000000,319.000000,38132800
2020-02-19,320.000000,324.570007,320.000000,323.619995,323.619995,23496000
2020-02-20,322.630005,324.649994,318.209991,320.299988,320.299988,25141500
2020-02-21,318.619995,320.450012,310.500000,313.049988,313.049988,32388500
